n-body ; 1458.775817871093750000,  ,  ,  26828.8 
n-body ; 1459.284118652343750000,  ,  ,  26783.8 
n-body ; 1455.467712402343750000,  ,  ,  26817.8 
n-body ; -260685.405334472656250000,  ,  ,  26808.6 
n-body ; 1458.340942382812500000,  ,  ,  26796.9 
